year,season,gender,sport,discipline,name,noc,team,height,weight,medal
1992,Summer,Women,Rowing,Coxed Eights,Megan Catherine Delehanty,CAN,Canada,191.0,76.0,Gold
1920,Summer,Men,Hockey,Hockey,Charles Delelienne,BEL,Belgium,,,Bronze
1920,Summer,Men,Gymnastics,"Team All-Around, Swedish System",Ernest Deleu,BEL,Belgium,,,Bronze
2004,Summer,Men,Basketball,Basketball,Carlos Francisco Delfino,ARG,Argentina,196.0,95.0,Gold
2008,Summer,Men,Basketball,Basketball,Carlos Francisco Delfino,ARG,Argentina,196.0,95.0,Bronze
1952,Summer,Men,Fencing,"epee, Team",Giuseppe Delfino,ITA,Italy,185.0,83.0,Gold
1956,Summer,Men,Fencing,"epee, Individual",Giuseppe Delfino,ITA,Italy,185.0,83.0,Silver
1956,Summer,Men,Fencing,"epee, Team",Giuseppe Delfino,ITA,Italy,185.0,83.0,Gold
1960,Summer,Men,Fencing,"epee, Individual",Giuseppe Delfino,ITA,Italy,185.0,83.0,Gold
1960,Summer,Men,Fencing,"epee, Team",Giuseppe Delfino,ITA,Italy,185.0,83.0,Gold
1964,Summer,Men,Fencing,"epee, Team",Giuseppe Delfino,ITA,Italy,185.0,83.0,Silver
2004,Summer,Men,Football,Football,Csar Fabin Delgado Godoy,ARG,Argentina,174.0,69.0,Gold
1980,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,Cyro Marques Delgado,BRA,Brazil,182.0,76.0,Bronze
1992,Summer,Men,Baseball,Baseball,Jos Ral Delgado Diez,CUB,Cuba,182.0,85.0,Gold
1996,Summer,Men,Football,Football,Marcelo Alejandro Delgado,ARG,Argentina,175.0,76.0,Silver
2000,Summer,Men,Judo,Half-Middleweight,Nuno Miguel Delgado,POR,Portugal,180.0,81.0,Bronze
1968,Summer,Men,Boxing,Flyweight,Ricardo Delgado Nogales,MEX,Mexico,161.0,51.0,Gold
2000,Summer,Women,Handball,Handball,Rita Deli,HUN,Hungary,180.0,69.0,Silver
1992,Summer,Men,Boxing,Light-Middleweight,Orhan Delibas (Debiscan-),NED,Netherlands,174.0,71.0,Silver
1976,Summer,Men,Basketball,Basketball,Mirza Delibai,YUG,Yugoslavia,197.0,86.0,Silver
1980,Summer,Men,Basketball,Basketball,Mirza Delibai,YUG,Yugoslavia,197.0,86.0,Gold
1906,Summer,Men,Rowing,Coxed Fours,Lon Delignires,FRA,Socit Nautique de la Basse Seine-1,,,Silver
1980,Summer,Men,Athletics,Discus Throw,Luis Marano Dels Fournier,CUB,Cuba,185.0,106.0,Bronze
1928,Summer,Men,Rowing,Coxed Fours,Giovanni Delise,ITA,Italy,,,Gold
1988,Summer,Men,Hockey,Hockey,"Marcus Johannes Elizabeth Leopold ""Marc"" Delissen",NED,Netherlands,174.0,80.0,Bronze
1996,Summer,Men,Hockey,Hockey,"Marcus Johannes Elizabeth Leopold ""Marc"" Delissen",NED,Netherlands,174.0,80.0,Gold
2012,Summer,Women,Rowing,Quadruple Sculls,Natalie Dell,USA,United States,175.0,75.0,Bronze
1980,Summer,Men,Basketball,Basketball,Fabrizio Della Fiori,ITA,Italy,204.0,102.0,Silver
2016,Summer,Women,Basketball,Basketball,Elena Delle Donne,USA,United States,195.0,86.0,Gold
1964,Summer,Men,Athletics,"5,000 metres","William Solon ""Bill"" Dellinger",USA,United States,175.0,62.0,Bronze
1992,Summer,Men,Equestrianism,"Jumping, Individual",Norman Adrian Dello Joio,USA,United States,172.0,68.0,Bronze
1996,Summer,Men,Hockey,Hockey,Jeroen Petrus Maria Delme,NED,Netherlands,173.0,76.0,Gold
2000,Summer,Men,Hockey,Hockey,Jeroen Petrus Maria Delme,NED,Netherlands,173.0,76.0,Gold
2004,Summer,Men,Hockey,Hockey,Jeroen Petrus Maria Delme,NED,Netherlands,173.0,76.0,Silver
1956,Summer,Men,Hockey,Hockey,Werner Delmes,GER,Germany,177.0,75.0,Bronze
1960,Summer,Men,Fencing,"Sabre, Team",Gbor Lzsl Delneky,HUN,Hungary,183.0,80.0,Gold
2012,Summer,Women,Athletics,Long Jump,"Cynthia ""Janay"" DeLoach (-Soukup)",USA,United States,166.0,58.0,Bronze
1988,Summer,Men,Athletics,200 metres,"Joseph Nathaniel ""Joe"" DeLoach, Jr.",USA,United States,182.0,76.0,Gold
1912,Summer,Men,Equestrianism,"Jumping, Team",Ernst Friedrich Georg Max Deloch,GER,Germany,,,Bronze
1900,Summer,Men,Athletics,"1,500 metres",Henry Lon mile Deloge,FRA,France,,,Silver
1900,Summer,Men,Athletics,"5,000 metres, Team",Henry Lon mile Deloge,FRA,Racing Club de France,,,Silver
1984,Summer,Men,Rowing,Double Sculls,Pierre-Marie Deloof,BEL,Belgium,187.0,84.0,Silver
1988,Summer,Men,Fencing,"epee, Team",Frdric Delpla,FRA,France,197.0,81.0,Gold
1924,Summer,Men,Fencing,"epee, Individual",Charles Jules Delporte,BEL,Belgium,,,Gold
1924,Summer,Men,Fencing,"epee, Team",Charles Jules Delporte,BEL,Belgium,,,Silver
1984,Summer,Men,Fencing,"Sabre, Team",Philippe Delrieu,FRA,France,180.0,64.0,Silver
1920,Summer,Men,Gymnastics,Team All-Around,Lon Delsarte,FRA,France,,,Bronze
1924,Summer,Men,Gymnastics,Team All-Around,Lon Delsarte,FRA,France,,,Silver
1900,Summer,Men,Rowing,Coxed Pairs,Carlos Deltour,FRA,Rowing Club Castillon-3,,,Bronze
1920,Summer,Men,Athletics,4 x 400 metres Relay,Maurice Paul Lon Delvart,FRA,France,,,Bronze
1964,Summer,Men,Volleyball,Volleyball,Yutaka Demachi,JPN,Japan,175.0,72.0,Bronze
1900,Summer,Men,Gymnastics,Individual All-Around,Georges Lucien Dmanet,FRA,France,,,Bronze
1920,Summer,Men,Gymnastics,Team All-Around,Georges Lucien Dmanet,FRA,France,,,Bronze
1908,Summer,Men,Cycling,Sprint,mile Joseph Demangel,FRA,France,173.0,64.0,Silver
1924,Summer,Men,Athletics,Marathon,Clarence Harrison DeMar,USA,United States,171.0,63.0,Bronze
1952,Summer,Men,Basketball,Basketball,Nelson Walter Demarco Riccardi,URU,Uruguay,,,Bronze
1956,Summer,Men,Basketball,Basketball,Nelson Walter Demarco Riccardi,URU,Uruguay,,,Bronze
1996,Summer,Women,Cycling,"Mountainbike, Cross-Country",Susan Marie DeMattei (-Wiens),USA,United States,165.0,57.0,Bronze
2016,Summer,Women,Handball,Handball,Siraba Dembl,FRA,France,172.0,64.0,Silver
1980,Summer,Men,Weightlifting,Bantamweight,Tadeusz Demboczyk,POL,Poland,155.0,56.0,Bronze
2006,Winter,Men,Luge,Singles,Albert Mikhaylovich Demchenko,RUS,Russia,185.0,95.0,Silver
2014,Winter,Men,Luge,Singles,Albert Mikhaylovich Demchenko,RUS,Russia,185.0,95.0,Silver
2014,Winter,Men,Luge,Team Relay,Albert Mikhaylovich Demchenko,RUS,Russia,185.0,95.0,Silver
1972,Summer,Men,Canoeing,"Kayak Doubles, 1,000 metres",Jzsef Deme,HUN,Hungary,190.0,84.0,Silver
2012,Summer,Women,Rowing,Quadruple Sculls,Yana Mykhailivna Dementieva,UKR,Ukraine,182.0,75.0,Gold
2006,Winter,Men,Cross Country Skiing,50 kilometres,Yevgeny Aleksandrovich Dementyev,RUS,Russia,182.0,77.0,Silver
2006,Winter,Men,Cross Country Skiing,30 km Skiathlon,Yevgeny Aleksandrovich Dementyev,RUS,Russia,182.0,77.0,Gold
2000,Summer,Women,Tennis,Singles,Yelena Vyacheslavovna Dementyeva (-Afinogenova),RUS,Russia,180.0,64.0,Silver
2008,Summer,Women,Tennis,Singles,Yelena Vyacheslavovna Dementyeva (-Afinogenova),RUS,Russia,180.0,64.0,Gold
1956,Summer,Women,Canoeing,"Kayak Singles, 500 metres","Yelizaveta Grigoryevna Dementyeva (-Pakhomenkova, -Kislova)",URS,Soviet Union,,,Gold
1984,Summer,Men,Weightlifting,Middleweight,Jacques Demers,CAN,Canada,163.0,75.0,Silver
2004,Summer,Women,Cycling,Individual Time Trial,"Deirdre ""Dede"" Demet-Barry",USA,United States,175.0,61.0,Silver
1968,Summer,Men,Rowing,Single Sculls,Alberto Demiddi,ARG,Argentina,184.0,88.0,Bronze
1972,Summer,Men,Rowing,Single Sculls,Alberto Demiddi,ARG,Argentina,184.0,88.0,Silver
1996,Summer,Men,Wrestling,"Super-Heavyweight, Freestyle",Mahmut Demir,TUR,Turkey,184.0,120.0,Gold
2016,Summer,Women,Athletics,High Jump,Mirela Krasimirova Demireva,BUL,Bulgaria,180.0,58.0,Silver
2016,Summer,Men,Wrestling,"Middleweight, Freestyle",Soner Demirta,TUR,Turkey,170.0,74.0,Bronze
1956,Summer,Men,Canoeing,"Kayak Doubles, 1,000 metres",Anatoly Nikolayevich Demitkov,URS,Soviet Union,,,Silver
1976,Winter,Women,Luge,Singles,Elisabeth Demleitner (-Seitz),FRG,West Germany,178.0,84.0,Bronze
2010,Winter,Men,Nordic Combined,"Large Hill / 10 km, Individual","William ""Bill"" Demong",USA,United States,178.0,66.0,Gold
2010,Winter,Men,Nordic Combined,Team,"William ""Bill"" Demong",USA,United States,178.0,66.0,Silver
2000,Summer,Men,Judo,Middleweight,Frdric Alain Demontfaucon,FRA,France,182.0,90.0,Bronze
1904,Summer,Men,Rowing,Coxed Eights,"Joseph Francis ""Joe"" Dempsey",USA,Vesper Boat Club,,,Gold
2004,Summer,Men,Sailing,Windsurfer,"Nicholas Charles ""Nick"" Dempsey",GBR,Great Britain,180.0,71.0,Bronze
2012,Summer,Men,Sailing,Windsurfer,"Nicholas Charles ""Nick"" Dempsey",GBR,Great Britain,180.0,71.0,Silver
2016,Summer,Men,Sailing,Windsurfer,"Nicholas Charles ""Nick"" Dempsey",GBR,Great Britain,180.0,71.0,Silver
2012,Summer,Women,Athletics,400 metres Hurdles,Lashinda Monique Demus,USA,United States,170.0,60.0,Silver
2016,Summer,Men,Canoeing,"Canadian Singles, 200 metres",Valentin Demyanenko,AZE,Azerbaijan,193.0,93.0,Silver
1980,Summer,Men,Boxing,Lightweight,Viktor Leonidovich Demyanenko,URS,Soviet Union,167.0,60.0,Silver
1992,Summer,Men,Wrestling,"Heavyweight, Greco-Roman",Sergey Nikolayevich Demyashkevich,EUN,Unified Team,188.0,98.0,Bronze
1968,Summer,Men,Cycling,100 kilometres Team Time Trial,Fedor Iwan den Hertog,NED,Netherlands,183.0,76.0,Gold
1932,Summer,Women,Swimming,100 metres Freestyle,"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",NED,Netherlands,163.0,,Silver
1932,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",NED,Netherlands,163.0,,Silver
1936,Summer,Women,Swimming,4 x 100 metres Freestyle Relay,"Willemijntje ""Willy"" den Ouden (-Broms, -Jager, -Schupper)",NED,Netherlands,163.0,,Gold
2016,Summer,Men,Hockey,Hockey,Felix Denayer,BEL,Belgium,190.0,85.0,Silver
1984,Summer,Women,Shooting,"Sporting Pistol, 25 metres",Patricia Dench,AUS,Australia,163.0,65.0,Bronze
1988,Summer,Women,Swimming,200 metres Individual Medley,Yelena Yuryevna Dendeberova (-Kuznetsova),URS,Soviet Union,181.0,75.0,Silver
2006,Winter,Men,Alpine Skiing,Downhill,Antoine Dnriaz,FRA,France,189.0,97.0,Gold
2008,Summer,Women,Gymnastics,Team All-Around,Deng Linlin,CHN,China,144.0,34.0,Gold
2012,Summer,Women,Gymnastics,Balance Beam,Deng Linlin,CHN,China,144.0,34.0,Gold
2016,Summer,Men,Gymnastics,Team All-Around,Deng Shudi,CHN,China,163.0,58.0,Bronze
2016,Summer,Women,Weightlifting,Middleweight,Deng Wei,CHN,China,159.0,63.0,Gold
1992,Summer,Women,Table Tennis,Singles,Deng Yaping,CHN,China,150.0,53.0,Gold
1992,Summer,Women,Table Tennis,Doubles,Deng Yaping,CHN,China-2,150.0,53.0,Gold
1996,Summer,Women,Table Tennis,Singles,Deng Yaping,CHN,China,150.0,53.0,Gold
1996,Summer,Women,Table Tennis,Doubles,Deng Yaping,CHN,China-1,150.0,53.0,Gold
1920,Summer,Men,Football,Football,"Henri Lonard Barthlmi ""Harry"" Dnis",NED,Netherlands,,,Bronze
2012,Summer,Men,Taekwondo,Flyweight,Aleksey Alekseyevich Denisenko,RUS,Russia,185.0,68.0,Bronze
2016,Summer,Men,Taekwondo,Featherweight,Aleksey Alekseyevich Denisenko,RUS,Russia,185.0,68.0,Silver
1988,Summer,Men,Canoeing,"Kayak Doubles, 500 metres",Viktor Viktorovich Denisov,URS,Soviet Union,188.0,90.0,Silver
1988,Summer,Men,Canoeing,"Kayak Fours, 1,000 metres",Viktor Viktorovich Denisov,URS,Soviet Union,188.0,90.0,Silver
1972,Summer,Men,Fencing,"Foil, Team",Vladimir Gennadyevich Denisov,URS,Soviet Union,173.0,64.0,Silver
2014,Winter,Men,Luge,Team Relay,Aleksandr Vladimirovich Denisyev,RUS,Russia,189.0,100.0,Silver
1984,Summer,Women,Athletics,Discus Throw,Leslie Jean Deniz,USA,United States,170.0,86.0,Silver
1996,Summer,Women,Swimming,4 x 100 metres Medley Relay,Helen Jennifer Denman,AUS,Australia,182.0,70.0,Silver
1932,Summer,Women,Swimming,200 metres Breaststroke,"Clara ""Clare"" Dennis (-Golding)",AUS,Australia,,,Gold
2012,Summer,Men,Cycling,"Team Pursuit, 4,000 metres",Rohan Dennis,AUS,Australia,182.0,72.0,Silver
2000,Summer,Men,Rowing,Coxed Eights,Simon John Dennis,GBR,Great Britain,200.0,95.0,Gold
1908,Summer,Men,Hockey,Hockey,"Alexander Guthrie ""Alastair"" Denniston",GBR,Scotland-3,,,Bronze
1908,Summer,Men,Cycling,100 kilometres,Charles A. Denny,GBR,Great Britain,,,Silver
2012,Summer,Women,Triathlon,Olympic Distance,Erin Densham,AUS,Australia,165.0,52.0,Bronze
2004,Summer,Men,Rowing,Coxless Fours,Dario Dentale,ITA,Italy,203.0,95.0,Bronze
1932,Summer,Men,Gymnastics,Rings,"William Thomas ""Tom"" Denton",USA,United States,,,Silver
1948,Summer,Men,Weightlifting,Bantamweight,"Joseph Nicholas ""Joe"" DePietro",USA,United States,140.0,56.0,Gold
1980,Summer,Men,Hockey,Hockey,Viktor Sergeyevich Deputatov,URS,Soviet Union,182.0,82.0,Bronze
1906,Summer,Men,Swimming,4 x 250 metres Freestyle Relay,"John Henry ""Rob"" Derbyshire",GBR,Great Britain,,,Bronze
1908,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,"John Henry ""Rob"" Derbyshire",GBR,Great Britain,,,Gold
1984,Summer,Women,Canoeing,"Kayak Singles, 500 metres","Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",NED,Netherlands,170.0,67.0,Bronze
1988,Summer,Women,Canoeing,"Kayak Doubles, 500 metres","Anna Maria Josefina ""Annemiek"" Derckx (-Bogie)",NED,Netherlands,170.0,67.0,Bronze
1948,Summer,Men,Hockey,Hockey,"Henri Jean Joseph ""Harry"" Derckx",NED,Netherlands,,,Bronze
1952,Summer,Men,Hockey,Hockey,"Henri Jean Joseph ""Harry"" Derckx",NED,Netherlands,,,Silver
1948,Summer,Men,Basketball,Basketball,Ren Drency,FRA,France,190.0,80.0,Silver
1928,Summer,Men,Gymnastics,Team All-Around,Stane Derganc,YUG,Yugoslavia,,,Bronze
1928,Summer,Men,Gymnastics,Horse Vault,Stane Derganc,YUG,Yugoslavia,,,Bronze
2000,Summer,Women,Modern Pentathlon,Individual,Emily Ann deRiel,USA,United States,178.0,63.0,Silver
2012,Summer,Women,Fencing,"Foil, Team",Inna Vasilyevna Deriglazova,RUS,Russia,173.0,61.0,Silver
2016,Summer,Women,Fencing,"Foil, Individual",Inna Vasilyevna Deriglazova,RUS,Russia,173.0,61.0,Gold
2004,Summer,Men,Hockey,Hockey,"Geert Jan Marie ""Geert-Jan"" Derikx",NED,Netherlands,192.0,92.0,Silver
2004,Summer,Men,Hockey,Hockey,Rob Gerard Marie Derikx,NED,Netherlands,178.0,85.0,Silver
1980,Summer,Men,Basketball,Basketball,Nik'oloz Deriugini,URS,Soviet Union,206.0,105.0,Bronze
1956,Summer,Men,Modern Pentathlon,Team,Ivan Kostiantynovych Deriuhin,URS,Soviet Union,,,Gold
2004,Summer,Men,Rowing,Coxed Eights,"Gerardus Johannes Antonius ""Geert-Jan"" Derksen",NED,Netherlands,199.0,100.0,Silver
1980,Summer,Women,Basketball,Basketball,Vanya Dermendzhieva,BUL,Bulgaria,180.0,69.0,Silver
2016,Summer,Men,Basketball,Basketball,DeMar Darnell DeRozan,USA,United States,201.0,99.0,Gold
2010,Winter,Women,Short Track Speed Skating,"3,000 metres Relay",Kimberly Derrick,USA,United States,165.0,56.0,Bronze
1928,Summer,Men,Sailing,8 metres,Andr Louis Marie Derrien,FRA,L'Aile VI,,,Gold
1992,Summer,Men,Swimming,4 x 100 metres Medley Relay,Hans F. Dersch,USA,United States,188.0,74.0,Gold
1968,Summer,Women,Fencing,"Foil, Team",Ana Deridan-Ene-Pascu,ROU,Romania,163.0,59.0,Bronze
1972,Summer,Women,Fencing,"Foil, Team",Ana Deridan-Ene-Pascu,ROU,Romania,163.0,59.0,Bronze
1992,Summer,Women,Handball,Handball,Nataliya Borisovna Deryugina,EUN,Unified Team,,,Bronze
1936,Summer,Men,Shooting,"Free Pistol, 50 metres",Charles Andr Juchault des Jammonires,FRA,France,,,Bronze
1948,Summer,Men,Basketball,Basketball,Maurice Jean Desaymonet,FRA,France,183.0,,Silver
1906,Summer,Men,Fencing,"epee, Team",William Henry Grenfell,GBR,Great Britain,183.0,89.0,Silver
1920,Summer,Men,Athletics,400 metres Hurdles,"August Georg ""Gus"" Desch",USA,United States,170.0,61.0,Bronze
1952,Summer,Women,Athletics,4 x 100 metres Relay,Jean Catherine Desforges (-Pickering),GBR,Great Britain,171.0,64.0,Bronze
1952,Summer,Men,Hockey,Hockey,Chinadorai Deshmutu,IND,India,,,Gold
1924,Summer,Men,Diving,Springboard,"Ulise Joseph ""Pete"" Desjardins",USA,United States,,,Silver
1928,Summer,Men,Diving,Springboard,"Ulise Joseph ""Pete"" Desjardins",USA,United States,,,Gold
1928,Summer,Men,Diving,Platform,"Ulise Joseph ""Pete"" Desjardins",USA,United States,,,Gold
1904,Summer,Men,Athletics,56-pound Weight Throw,Joseph-tienne Desmarteau (Birtz-),CAN,Canada,185.0,94.0,Gold
1924,Summer,Men,Water Polo,Water Polo,Robert Desmettre,FRA,France,,,Gold
1952,Winter,Men,Ice Hockey,Ice Hockey,"Richard Joseph ""Dick"" Desmond",USA,United States,,,Silver
1928,Summer,Women,Gymnastics,Team All-Around,Lucy Elizabeth Desmond,GBR,Great Britain,,,Bronze
2008,Summer,Men,Baseball,Baseball,Alfredo Despaigne Rodrguez,CUB,Cuba,177.0,80.0,Silver
2012,Summer,Men,Taekwondo,Heavyweight,Robelis Despaigne Sanquet,CUB,Cuba,200.0,99.0,Bronze
2004,Summer,Men,Diving,Springboard,Alexandre Despatie,CAN,Canada,173.0,76.0,Silver
2008,Summer,Men,Diving,Springboard,Alexandre Despatie,CAN,Canada,173.0,76.0,Silver
1936,Summer,Men,Boxing,Middleweight,Jean Sylvain Despeaux,FRA,France,,,Gold
1980,Summer,Women,Basketball,Basketball,Vesna Despotovi,YUG,Yugoslavia,187.0,84.0,Bronze
2008,Summer,Men,Rowing,Coxless Fours,Julien Thierry Desprs,FRA,France,187.0,87.0,Bronze
1948,Summer,Men,Fencing,"epee, Team",Marcel Cyr Desprets,FRA,France,,,Gold
1924,Summer,Men,Shooting,"Free Rifle, 400, 600 and 800 metres, Team",Destin Destine,HAI,Haiti,,,Bronze
1980,Summer,Men,Sailing,Two Person Heavyweight Dinghy,Szabolcs Detre,HUN,Hungary,180.0,88.0,Bronze
1980,Summer,Men,Sailing,Two Person Heavyweight Dinghy,Zsolt Detre,HUN,Hungary,178.0,86.0,Bronze
1920,Summer,Men,Cycling,"Road Race, Team",Georges Henri Dtreille,FRA,France,,,Gold
2016,Summer,Men,Swimming,400 metres Freestyle,Gabriele Detti,ITA,Italy,184.0,79.0,Bronze
2016,Summer,Men,Swimming,"1,500 metres Freestyle",Gabriele Detti,ITA,Italy,184.0,79.0,Bronze
1924,Summer,Men,Rowing,Double Sculls,Marc Pierre Detton,FRA,France,,,Silver
1952,Summer,Men,Rowing,Coxed Eights,"Robert Milan ""Bob"" Detweiler",USA,United States,,,Gold
2016,Summer,Men,Equestrianism,"Jumping, Team",Daniel Deuer,GER,Germany,190.0,76.0,Bronze
1936,Summer,Men,Weightlifting,Light-Heavyweight,Eugen Deutsch,GER,Germany,,81.0,Silver
1964,Summer,Women,Swimming,4 x 100 metres Medley Relay,Tetiana Mykolavna Dev'iatova (-Kostitsyna),URS,Soviet Union,166.0,61.0,Bronze
2004,Summer,Men,Football,Football,Jos Ricardo Devaca Snchez,PAR,Paraguay,180.0,77.0,Silver
1920,Summer,Men,Athletics,"3,000 metres, Team","Michael Aloysius ""Mike"" Devaney",USA,United States,178.0,68.0,Gold
1920,Summer,Men,Athletics,4 x 400 metres Relay,Andr mile Devaux,FRA,France,,,Bronze
1900,Summer,Men,Swimming,Underwater Swimming,Charles Devendeville,FRA,France,,,Gold
1924,Summer,Men,Rugby,Rugby,"Robert Humphrey Coleman ""Bob"" Devereaux",USA,United States,175.0,,Gold
1984,Summer,Men,Football,Football,Stjepan Deveri,YUG,Yugoslavia,176.0,73.0,Bronze
1992,Summer,Women,Athletics,100 metres,Yolanda Gail L. Devers (-Roberts),USA,United States,160.0,55.0,Gold
1996,Summer,Women,Athletics,100 metres,Yolanda Gail L. Devers (-Roberts),USA,United States,160.0,55.0,Gold
1996,Summer,Women,Athletics,4 x 100 metres Relay,Yolanda Gail L. Devers (-Roberts),USA,United States,160.0,55.0,Gold
2004,Summer,Women,Athletics,Triple Jump,"Khrysopigi ""Pigi"" Devetzi",GRE,Greece,170.0,59.0,Silver
2008,Summer,Women,Athletics,Triple Jump,"Khrysopigi ""Pigi"" Devetzi",GRE,Greece,170.0,59.0,Bronze
1928,Summer,Men,Boxing,Featherweight,"Harold George ""Harry"" Devine",USA,United States,,,Bronze
1956,Summer,Men,Swimming,100 metres Freestyle,John Thomas Devitt,AUS,Australia,185.0,85.0,Silver
1956,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,John Thomas Devitt,AUS,Australia,185.0,85.0,Gold
1960,Summer,Men,Swimming,100 metres Freestyle,John Thomas Devitt,AUS,Australia,185.0,85.0,Gold
1960,Summer,Men,Swimming,4 x 200 metres Freestyle Relay,John Thomas Devitt,AUS,Australia,185.0,85.0,Bronze
1952,Summer,Men,Athletics,Triple Jump,Asnoldo Vicente Devonish Romero,VEN,Venezuela,187.0,70.0,Bronze
2004,Summer,Men,Athletics,4 x 100 metres Relay,Marlon Ronald Devonish,GBR,Great Britain,183.0,76.0,Gold
2000,Summer,Men,Sailing,One Person Dinghy,Luca Devoti,ITA,Italy,190.0,95.0,Silver
2008,Summer,Men,Athletics,Hammer Throw,Vadim Anatolyevich Devyatovsky,BLR,Belarus,192.0,115.0,Silver
1988,Winter,Men,Cross Country Skiing,15 kilometres,Mikhail Talgatovich Devyatyarov,URS,Soviet Union,185.0,74.0,Gold
1988,Winter,Men,Cross Country Skiing,4 x 10 kilometres Relay,Mikhail Talgatovich Devyatyarov,URS,Soviet Union,185.0,74.0,Silver
1996,Summer,Men,Swimming,4 x 100 metres Medley Relay,Steven Dennis Dewick,AUS,Australia,178.0,82.0,Bronze
1920,Summer,Men,Water Polo,Water Polo,Pierre Dewin,BEL,Belgium,,,Silver
1924,Summer,Men,Water Polo,Water Polo,Pierre Dewin,BEL,Belgium,,,Silver
1984,Summer,Men,Boxing,Heavyweight,"William Theodore ""Willie"" deWit",CAN,Canada,189.0,91.0,Silver
1904,Summer,Men,Athletics,Hammer Throw,John Riegel DeWitt,USA,United States,,,Silver
1900,Summer,Men,Rugby,Rugby,Clement Pemberton Deykin,GBR,Moseley Wanderers,,,Silver
1972,Summer,Men,Football,Football,Kazimierz Deyna,POL,Poland,179.0,72.0,Gold
1976,Summer,Men,Football,Football,Kazimierz Deyna,POL,Poland,179.0,72.0,Silver
1960,Summer,Men,Canoeing,"Canadian Doubles, 1,000 metres",Aldo Dezi,ITA,Italy,165.0,67.0,Silver
1956,Summer,Men,Rowing,Coxless Fours,Walter Ignace D'Hondt,CAN,Canada,193.0,88.0,Gold
1960,Summer,Men,Rowing,Coxed Eights,Walter Ignace D'Hondt,CAN,Canada,193.0,88.0,Silver
2016,Summer,Women,Cycling,Omnium,Jolien D'hoore,BEL,Belgium,176.0,64.0,Bronze
1906,Summer,Men,Fencing,"Foil, Individual",Pierre Georges Louis Gaston d'Hugues,FRA,France,,,Bronze
1906,Summer,Men,Fencing,"epee, Team",Pierre Georges Louis Gaston d'Hugues,FRA,France,,,Gold
1956,Summer,Men,Equestrianism,"Jumping, Individual",Piero D'Inzeo,ITA,Italy,174.0,64.0,Bronze
1956,Summer,Men,Equestrianism,"Jumping, Team",Piero D'Inzeo,ITA,Italy,174.0,64.0,Silver
1960,Summer,Men,Equestrianism,"Jumping, Individual",Piero D'Inzeo,ITA,Italy,174.0,64.0,Silver
1960,Summer,Men,Equestrianism,"Jumping, Team",Piero D'Inzeo,ITA,Italy,174.0,64.0,Bronze
1964,Summer,Men,Equestrianism,"Jumping, Team",Piero D'Inzeo,ITA,Italy,174.0,64.0,Bronze
1972,Summer,Men,Equestrianism,"Jumping, Team",Piero D'Inzeo,ITA,Italy,174.0,64.0,Bronze
1956,Summer,Men,Equestrianism,"Jumping, Individual",Raimondo D'Inzeo,ITA,Italy,176.0,72.0,Silver
1956,Summer,Men,Equestrianism,"Jumping, Team",Raimondo D'Inzeo,ITA,Italy,176.0,72.0,Silver
1960,Summer,Men,Equestrianism,"Jumping, Individual",Raimondo D'Inzeo,ITA,Italy,176.0,72.0,Gold
1960,Summer,Men,Equestrianism,"Jumping, Team",Raimondo D'Inzeo,ITA,Italy,176.0,72.0,Bronze
1964,Summer,Men,Equestrianism,"Jumping, Team",Raimondo D'Inzeo,ITA,Italy,176.0,72.0,Bronze
1972,Summer,Men,Equestrianism,"Jumping, Team",Raimondo D'Inzeo,ITA,Italy,176.0,72.0,Bronze
2000,Summer,Men,Archery,Team,Ilario Di Bu,ITA,Italy,175.0,90.0,Silver
2008,Summer,Men,Archery,Team,Ilario Di Bu,ITA,Italy,175.0,90.0,Silver
1984,Summer,Men,Rowing,Coxed Pairs,Giuseppe Di Capua,ITA,Italy,155.0,53.0,Gold
